"akb021";"use_amt";"amt";"bili";"use_cnt"
"杭州普众健康管理有限公司教工路中医门诊部";1423915.13;878519.01;0.61697427851616409189;628
"杭州江干爱达康复医院";56801740.45;48154786.35;0.84776955720905203355;5505
"杭州海川医药连锁有限公司富阳迎宾中医诊所";3466804.90;2224519.09;0.64166261274177846005;3124
"杭州瑞金门诊部";52405311.81;44984788.96;0.85840132242884559606;4602
"杭州电化集团有限公司卫生所（对内）";850868.74;123849.26;0.14555624643114753517;837
"杭州竹清中医门诊部";6570097.17;5682290.85;0.86487166064242547573;1159
"杭州艾玛妇产医院";66326120.09;8846528.05;0.13337924844685423540;25745
"杭州萧山城厢李金龙中医诊所";4013260.12;1989661.13;0.49577178416234829055;2528
"杭州萧山甘露医院";33965819.36;20043311.69;0.59010240493724394582;9415
"杭州赛德甲状腺病医院";25461.12;8002.27;0.31429371528039614911;40
"杭州龙泰大药房";15.80;0.00;0.00000000000000000000;1
"椒江区海门街道社区卫生服务中心岭南社区卫生服务站";137.30;0.00;0.00000000000000000000;1
"武汉商职医院";;4407.21;;1
"民航上海医院(异地)";32409.57;14020.65;0.43260833142803190539;2
"民航总医院";23688.57;2658.52;0.11222796479483565281;6
"永嘉县碧莲镇中心卫生院";1393.37;585.01;0.41985258761133080230;1
"泰顺县民一堂药品零售有限公司";8629.00;57.60;0.00667516514080426469;11
"浙江中医药大学附属第二医院（新华医院）(一卡通)";40237.03;32188.78;0.79997902429677339505;18
"浙江华通医药连锁有限公司漓渚新街药店";899.42;164.99;0.18344043939427631140;9
"浙江华通医药连锁有限公司绍兴市柯桥区中医医院药房";884.52;312.75;0.35358160358160358160;7
"浙江华通医药连锁有限公司马鞍圆驾桥药店";268.92;28.16;0.10471515692399226536;3
"浙江洪福堂医药连锁股份有限公司台州路桥店";175.00;0.00;0.00000000000000000000;1
"浙江省浦江县人民医院";73981.02;33567.17;0.45372678019308195534;18
"淄博市中心医院";49308.80;22696.64;0.46029593094944512947;4
"清华大学医院（海淀区清华园社区卫生服务中心）";167.94;98.73;0.58788853161843515541;1
"温州一正药房连锁有限公司鱼鳞浃";11245.30;161.08;0.01432420655740620526;15
"温州叶同仁医药连锁有限公司";577.70;108.04;0.18701748312272805955;1
"温州叶同仁医药连锁有限公司下吕浦店";1563.50;20.14;0.01288135593220338983;7
"牡丹江市红旗医院";6202.73;513.13;0.08272647689001455811;1
"瑞安市三鑫药业有限公司";124.00;0.00;0.00000000000000000000;3
"瑞安市马屿镇卫生院";3209139.58;724332.70;0.22570931614012251845;4312
"高枧卫生院";14932841.65;701.73;0.000046992395449395259609;4571
"魏塘中山社区卫生服务站";24735.62;2020.86;0.08169837667299222740;78
"龙湾区瑶溪街道社区卫生服务中心（龙湾区瑶溪街道卫生院）";51550.22;14616.75;0.28354389176224660147;105
"上城区清波街道社区卫生服务中心";174499139.67;105891106.20;0.60682881531825033095;57665
"上海华槽街道社区服务中心";5732.15;0.00;0.00000000000000000000;1
"上海周家渡地段医院";281.63;0.00;0.00000000000000000000;1
"上海市普陀区长风街道白玉社区卫生服务中心";44.90;0.00;0.00000000000000000000;1
"上海市盈康护理院";17691.73;8928.36;0.50466291312381547763;1
"上海市闵行区浦锦社区卫生服务中心";672.82;0.00;0.00000000000000000000;2
"上海新起点康复医院";16312.71;56989.19;3.4935452171956714;2
"上海永慈康复医院（有效日期至20181231止）";73038.88;53238.96;0.72891260106945780111;1
"下城区武林街道长寿社区卫生服务站";57417268.57;40815969.97;0.71086575496428216805;10908
"下城区长庆潮鸣街道社区卫生服务中心";801.45;677.16;0.84491858506457046603;5
"中山市人民医院";125141.00;58321.24;0.46604422211745151469;1
"义乌復元医院";1849.01;0.00;0.00000000000000000000;1
"仙居福应博齿康口腔门诊部";1374341.00;0.00;0.000000000000000000000000;1741
"仙居福应品诺口腔";87.00;0.00;0.00000000000000000000;1
"余杭区径山镇社区卫生服务中心";30282179.60;10097304.76;0.33344048854396200728;17166
"保亭黎族苗族自治县人民医院";142.17;0.00;0.00000000000000000000;1
"兰州军区总医院";12007.17;4424.63;0.36849898852102535402;2
"北京民航总医院";35122.46;25591.85;0.72864628502673218220;1
"北京石景山同心医院";9803.25;4617.76;0.47104378649937520720;2
"北京麦瑞骨科医院(异地)";0.00;0.00;0;1
"南宁市第五人民医院";5027.20;2379.73;0.47337086250795671547;1
"台州经济开发区新华山综合门诊部";573.41;0.00;0.00000000000000000000;2
"台州黄岩存仁堂中医门诊部(台州黄岩存仁堂国医馆有限公司)";6002.23;0.00;0.00000000000000000000;1
"台州黄岩黄城综合门诊部";16.00;0.00;0.00000000000000000000;1
"哈尔滨医科大学第一附属医院";862998.79;489970.09;0.56775292813562345783;6
"哈尔滨市儿童医院";5304.13;1340.79;0.25278226589468960979;1
"嘉兴康久中医院有限公司";141029.85;95439.97;0.67673595341695392855;3
"嘉善县魏塘街道浒弄社区卫生服务站";981953.61;237670.06;0.24203797163085942522;1560
"嘉定区中心医院";22529.05;43450.93;1.9286623270843644;12
"威海市中医院";531.42;0.00;0.00000000000000000000;1
"宁波三环医院";54326.33;37061.95;0.68220971304338062225;49
"宁波市北仑区妇幼保健院";184713.90;20520.14;0.11109147714384245041;1189
"宁波江北康养医院";283740.07;228233.11;0.80437391165794806493;85
"宁海县前童镇竹林卫生院";134040.36;57515.21;0.42908874610602358872;563
"安康医院";;66587.84;;1
"富塘村卫生室";1300.43;1070.26;0.82300469844589866429;2
"岱山县人民医院";;1239.87;;8
"嵊州市天华大药房";30744.66;12640.37;0.41114034111940089759;78
"嵊州市计划生育宣传技术指导站";188.00;0.00;0.00000000000000000000;1
"平阳县青街畲族乡卫生院";116124.46;24553.47;0.21144098323471213558;132
"平阳萧江医院";29533084.00;13610617.35;0.46086000872783892126;8342
"广东省中医院珠海医院";27372.01;10532.73;0.38479928949317203961;3
"广州协佳医院";12738.36;3761.01;0.29525072301300952399;1
"广德县中医院";105.00;57.20;0.54476190476190476190;1
"建德市中西医结合医院";664005.98;499298.04;0.75194810745529731524;668
"廿三里街道深塘村社区卫生服务站";6288.41;2170.64;0.34518105530650832245;56
"慈利中医医院";7070.26;2684.88;0.37974275344895378671;1
"新化县中医医院";4624.65;0.00;0.00000000000000000000;1
"杭州万宗堂中医门诊部";654616.74;447091.02;0.68298134264027528535;476
"杭州临湖门诊部";14752205.25;12607093.30;0.85459042132022939418;2572
"杭州余杭王培根中医内科诊所";481502.78;114618.82;0.23804394234234743151;908
"杭州修元医疗科技有限公司都市水乡口腔诊所";3867254.35;735480.99;0.19018169570356808830;3401
"杭州千偌健康管理有限公司绿禾综合门诊部";1837004.96;454023.90;0.24715442248996431670;2599
"杭州双凉亭中医门诊部";291.00;101.85;0.35000000000000000000;1
"杭州同盛药房有限公司";45.00;0.00;0.00000000000000000000;1
"杭州国大口腔门诊部";13607550.81;41679.84;0.00306299352337307201;1327
"杭州宝力中医门诊部";1287741.71;1020782.56;0.79269200653600014245;424
"杭州市临安区锦城街道社区卫生服务中心";650029.61;447291.98;0.68811016162786799820;2323
"杭州市萧山区义蓬街道社区卫生服务中心";42863929.13;21515879.54;0.50195770608768734683;23878
"杭州康捷健康管理有限公司大关口腔诊所";1125833.58;85177.43;0.07565721214320148454;1109
"杭州拱墅郭峻口腔诊所";2628934.00;251489.85;0.09566229125569527421;3932
"杭州滨江博成口腔门诊部";1262087.00;351700.81;0.27866605867899756514;2952
"杭州芝铭堂大药房有限公司星桥北路店";51.90;0.00;0.00000000000000000000;1
"杭州萧山同乐老年病医院";83573041.60;64953120.97;0.77720183119433097191;8566
"杭州萧山萧益综合门诊部有限公司";51669790.55;45504777.89;0.88068438841387949075;1890
"杭州西湖刘长贵口腔诊所";1179266.05;72197.15;0.06122210505424115279;1195
"松江区九亭镇社区卫生服务中心";273.17;0.00;0.00000000000000000000;2
"桐庐好邻居大药房连锁有限公司深澳桥头连锁店";131.20;85.90;0.65472560975609756098;1
"桐庐尚民综合门诊部";783.04;557.21;0.71159838577850429097;2
"毕节市金沙县人民医院";32079.20;16312.56;0.50850894037257786977;3
"永康医院";24670.82;17386.35;0.70473336516581127016;4
"泰顺县人民医院";155300.81;65775.19;0.42353410777445397741;100
"浙江华通医药连锁有限公司柯桥景岳堂国药馆";42.00;5.20;0.12380952380952380952;2
"浙江老年关怀医院";119883246.77;107327994.78;0.89527100467934715746;1083
"浦东新区金杨社区卫生服务中心";;0.00;;1
"海宁市黄湾镇卫生院";43.90;0.00;0.00000000000000000000;1
"温州叶同仁医药连锁有限公司黄龙店";8349.20;24.32;0.00291285392612465865;10
"温州市今日大药房";10727.70;1500.45;0.13986688665790430381;22
"温州市布衣大药房柳市西兴店";11.50;0.00;0.00000000000000000000;1
"温州顺国大药房（普通合伙）";105.00;28.12;0.26780952380952380952;2
"潜江市中心医院";4604.21;2820.00;0.61248292323764554614;1
"福州市第二医院";32291.10;23550.18;0.72930869496548584595;2
"福州神康医院";2862.44;2010.99;0.70254398345467503249;1
"福建中医药大学附属第三人民医院";8997.64;2665.00;0.29618877839077802624;2
"上城区望江街道兴隆社区卫生服务站";91093310.92;60454860.43;0.66365861356266531013;17215
"上海同宁精神病康复院";68747.18;33044.64;0.48066902526038158947;1
"上海市中西医结合医院(异地)";10864.43;5376.10;0.49483497983787460548;1
"上海市第四人民医院（上海市第一人民医院分院）";179917.94;78452.86;0.43604801166576273606;12
"上海江南造船集团职工医院";845.10;218.67;0.25875044373446929357;1
"上海爱尔睛亮眼科医院有限公司";3119524.35;1864573.88;0.59771095551794618946;399
"上海邮电医院";32905.57;12676.85;0.38524936659659747575;6
"下桂社区卫生服务站";12445.42;10258.17;0.82425261662523241482;29
"中国人民解放军沈阳军区总医院";111787.06;50015.46;0.44741725920692430770;2
"临安市人民医院(一卡通)";400.05;39.83;0.09956255468066491689;3
"乐清好上好大药房大荆南门店";343.40;27.40;0.07979033197437390798;2
"乐清市医药公司正源春大药房";610.50;0.00;0.00000000000000000000;3
"仙居县舒康药房有限公司门诊室";45092.18;0.00;0.000000000000000000000000;174
"仙居福应福音诊所";5961453.51;0.00;0.000000000000000000000000;8931
"余姚市财政局医务室";18773.64;7108.27;0.37863035618026125994;94
"余姚市黄家埠镇社区卫生服务中心（黄家埠镇卫生院）";490268.18;207753.31;0.42375442354835265874;2169
"余姚明伟卫生所";253176.48;99804.20;0.39420802437888385209;954
"佛堂镇剡溪村东村卫生室";1831.91;274.04;0.14959250181504549896;30
"佛堂镇后芹村社区卫生服务站";1332.54;467.64;0.35093880859111171147;17
"佛堂镇王店村社区卫生服务站";7539.97;2281.57;0.30259669468180907882;61
"佛堂镇石壁村社区卫生服务站";2869.99;792.30;0.27606367966438907453;33
"北京怀柔医院";4040.69;1889.87;0.46770972284436569002;2
"台州市老百姓好心情医药连锁有限公司城北西路店";395084.78;0.00;0.000000000000000000000000;760
"台州市老百姓好心情医药连锁有限公司锦绣明珠店";3118530.64;0.00;0.000000000000000000000000;2273
"后宅街道新华社区卫生服务站";6724.75;1992.15;0.29624149596639280271;72
"嘉善县大云镇曹家社区卫生服务站";438.29;0.00;0.00000000000000000000;6
"城西街道上杨村社区卫生服务站";12762.82;3943.89;0.30901399533958795940;128
"城西街道西俞村社区卫生服务站";2348.02;553.50;0.23573053040434067853;37
"大连大学附属新华医院";17728.20;8871.77;0.50043264403605554991;1
"孝感市中心医院";;63.90;;1
"宁波市海曙区龙观乡卫生院";4651.02;1603.16;0.34468998198244686112;36
"宁海县中医院（停用）";1075.50;0.00;0.00000000000000000000;1
"平湖市妇幼保健所";20184.72;966.85;0.04790009472511880274;24
"异地安置医院（一级）";862.84;776.56;0.90000463585369245747;1
"慈溪市新浦镇卫生院";1163821.30;588561.69;0.50571482924397413933;3943
"慈溪明峰医院";1948015.13;1119576.30;0.57472669629624488594;3986
"扬州市中医院";25.00;0.00;0.00000000000000000000;1
"文成县玉壶镇卫生院";0.00;0.00;0;1
"新疆医科大学第一附属医院(宋庆龄新疆妇女儿童医院)";3867.86;1994.57;0.51567792009017906543;1
"新疆维吾尔自治区中医医院开发区医院 新疆医科大学附属中医医院";1236.28;436.61;0.35316433170479179474;1
"杭州三九医药连锁有限公司（总部）";97.90;21.24;0.21695607763023493361;1
"杭州余杭华权口腔门诊部";876666.63;121765.48;0.13889599060021253461;1233
"杭州唯宁口腔门诊部";1285978.00;32079.56;0.02494565225843676952;947
"杭州复大医疗门诊部";15239407.01;13210268.31;0.86684923510025735575;2001
"杭州多仁投资管理有限公司庆春东路口腔诊所";111566.84;8064.30;0.07228223009632611267;118
"杭州大鹏中医门诊部";4862660.81;3249954.26;0.66834895276193446855;2224
"杭州市一级医院";914014.26;219459.90;0.24010555371422760953;105
"杭州市富阳区洞桥镇三溪卫生院";2744909.87;1782097.37;0.64923711684566167559;1395
"杭州市拱墅区小河湖墅社区卫生服务中心(拱墅区人民医院)";3009.74;85.19;0.02830477051173855549;3
"杭州市第一人民医院";3521001018.84;1822982608.53;0.51774554985234989731;627377
"杭州市萧山区计划生育宣传技术指导站";5210416.45;968938.12;0.18596174207917679977;16564
"杭州方回春堂信源中医门诊部";31079708.34;16510798.37;0.53124045404088885346;16417
"杭州方回春堂拱宸桥国医门诊部有限公司（有效至2019年12月31日）";2764.95;1231.85;0.44552342718674840413;1
"杭州萧山六里桥医院";24017346.91;10849651.68;0.45174230611968955400;28539
"杭州萧山钱红老年病医院";3690438.46;2533192.94;0.68642058862566698917;1695
"桐君街道金中社区卫生服务站";390.00;263.25;0.67500000000000000000;1
"武警福建省总队医院";5354.84;3510.00;0.65548176976342897267;1
"江南镇荻浦卫生室";752.10;525.27;0.69840446749102512964;1
"江宁区东山街道社区卫生服务中心";108.00;0.00;0.00000000000000000000;1
"河北以岭医院";25120.54;10011.08;0.39852168782995906935;1
"河北省胸科医院";43653.44;14879.89;0.34086408768701848010;1
"浙江一州大药房连锁有限公司延安堂药房";2554.50;680.62;0.26643961636328048542;11
"浙江华联医药连锁有限公司亭东连锁店";1123.40;287.48;0.25590172690048068364;6
"浙江康盛堂大药房医药连锁有限公司雁荡白溪店";119.50;0.00;0.00000000000000000000;1
"浙江春天大药房连锁有限公司仙居太康药房";126.00;0.00;0.00000000000000000000;2
"浙江省中医药学会中西医结合门诊部";8086550.97;4392543.43;0.54319121295293090819;3524
"浙江省人民医院";1922197720.13;945336427.57;0.49179978608343476123;391498
"浙江科技学院卫生所";28240.67;714.94;0.02531597161115511778;180
"浙江震元医药连锁有限公司汤浦药店";44463.31;13917.54;0.31301178432284955843;278
"海盐县人民医院";656747.46;430518.59;0.65553141233313639310;294
"深圳市南山区人民医院";1259.40;2823.53;2.2419644275051612;2
"温州一洲医药连锁有限公司西城店";8351.30;3942.24;0.47205105791912636356;5
"温州红房子医院";43407.38;16587.20;0.38212856892076877250;36
"瑞安市马屿镇社区卫生服务中心大南分中心";151929.80;23734.78;0.15622201832688517987;218
"绍兴市上虞区小越街道社区卫生服务中心";2795198.54;1117112.42;0.39965405104998373389;7350
"绍兴市上虞区老百姓药店有限公司";1110960.50;298892.35;0.26903958331551841852;5519
"绍兴市上虞区道墟鸿顺堂药房";160580.30;32639.96;0.20326254216737669565;1029
"绍兴市柯桥区福全镇卫生院";7980.22;1839.15;0.23046357117974191188;27
"三门县人民医院";692011050.11;221328314.19;0.31983349710213198954;66777
"上海华东医院";50771.65;33510.83;0.66003035158400406526;9
"上海市宝山区大场医院";7125.04;276.08;0.03874785264363428135;6
"上海市宝山区大场社区医院";658.32;0.00;0.00000000000000000000;1
"上海市宝山区罗店医院";1581.50;33.77;0.02135314574770787227;3
"上溪镇新民村卫生室";922.66;430.20;0.46626059436845641948;4
"中国人民解放军中部战区总医院";181224.29;103665.57;0.57202911375732248696;7
"临安市人民医院";18222.10;10093.44;0.55391200794639476240;5
"义乌市妇幼保健计划生育服务中心";3319189.65;885076.58;0.26665441668872400828;8218
"义亭镇叶前村社区卫生服务站";4098.26;797.40;0.19457037864849960715;46
"乐清市雁荡医药公司乐成大药房";10.00;0.00;0.00000000000000000000;1
"仙居福应牙康口腔门诊部";18005052.13;0.00;0.000000000000000000000000;14987
"余姚沿江卫生所(陆埠镇官路沿社区卫生服务站)";81210.02;27428.72;0.33775044015504490702;351
"余杭区良渚街道社区卫生服务中心";72015953.39;20021383.74;0.27801317343637544253;47003
"其它医院";231606.44;90355.84;0.39012663033031378575;16
"北京八珍堂中医医院";5225.61;856.00;0.16380862712678519828;1
"北京市中西医结合医院";17127.63;3983.70;0.23258909726564621025;2
"南丰县人民医院";3951.90;598.25;0.15138287912143525899;1
"南湖区七星镇卫生院（新）";5092.22;934.60;0.18353488262486695390;14
"台州市健春堂大药房有限公司";601.90;0.00;0.00000000000000000000;2
"台州市路桥春光药店有限公司";464.00;0.00;0.00000000000000000000;1
"嘉兴市第一医院（新院区）";55343055.25;34709070.58;0.62716216918653040934;8494
"复旦大学附属儿科医院";1310901.45;420589.86;0.32084018215099235721;21
"天津市第三中心医院";3147.56;134.50;0.04273151266377765634;1
"宁波奉化锦元堂中医门诊部";330978.76;167235.54;0.50527574639532760350;913
"宁波市医疗中心李惠利东部医院";3114781.74;1597120.14;0.51275507349031781598;3578
"宁波市李惠利医院";364974.79;200987.99;0.55069006273008609718;64
"宁波经济技术开发区热电公司内部医疗机构";5914.60;0.00;0.00000000000000000000;62
"宜兴市第二人民医院";39505.34;22061.88;0.55845311038963340146;1
"山东省烟台市莱州市人民医院";769.95;0.00;0.00000000000000000000;1
"嵊州市易心堂大药房有限公司米兰药房";2650.30;1231.20;0.46455118288495642003;8
"广东省妇幼保健院";9555.91;4978.52;0.52098858193515845168;6
"建德市新安江街道社区卫生服务中心";90221.22;38473.25;0.42643238475383063984;179
"慈溪明光眼科医院";145881.91;35085.83;0.24050843589859770824;837
"慈溪花圆妇科医院";57479.50;34472.06;0.59972790299150131786;117
"新昌县明日药店";1331.40;382.67;0.28741925792398978519;9
"杭州东顺药店";48.90;0.00;0.00000000000000000000;1
"杭州乐维口腔门诊部";613722.00;30087.10;0.04902398805974040364;672
"杭州余杭同安医院有限公司";2358933.53;2111998.64;0.89531926743183814934;97
"杭州余杭品至口腔门诊部";123236.00;18309.75;0.14857468596838586127;215
"杭州市江干区采荷街道社区卫生服务中心（原杭州市江干区妇幼保健院）";5842.44;267.62;0.04580620425712544759;4
"杭州市第一人民医院吴山院区（杭州市肿瘤医院）";17126.51;13701.21;0.80000011677802424429;1
"杭州布菲健康管理有限公司田园秋韵口腔诊所";227018.75;4584.61;0.02019485174682707926;263
"杭州广德大药房";91.00;0.00;0.00000000000000000000;1
"杭州延庆堂药店有限公司中山中路中医坐堂医诊所";38631387.14;33544930.10;0.86833356458139338768;3735
"杭州美臣口腔门诊部";177.80;0.00;0.00000000000000000000;3
"杭州西湖田中柱中医诊所";1042592.32;395774.84;0.37960651772305401214;1282
"江干区四季青街道社区卫生服务中心";107933738.42;56815222.69;0.52638983437149438449;40705
"沁源县人民医院";434.50;0.00;0.00000000000000000000;1
"浙健门诊部";896.22;7.89;0.00880364196291089241;6
"浙江亚太机电集团公司医务室";9550833.80;3632174.51;0.38029920591854503844;6008
"浙江民政康复中心";41015866.49;29791294.78;0.72633586290962202710;5622
"浙江金华广福医院";815389.77;467050.99;0.57279476292669210211;101
"浙江雅达国际康复医院有限公司";280459.94;52985.03;0.18892191875959183333;4
"浙江震元医药连锁有限公司新昌大药房";2242.64;620.74;0.27678985481396925053;12
"浦东新区南码头社区卫生服务中心";3316.50;4.33;0.00130559324589175335;4
"海南省中医院";27694.63;9998.81;0.36103786185264074660;5
"海南省农垦总局医院";714.28;0.00;0.00000000000000000000;1
"淮安市第一人民医院";8915.50;35190.06;3.9470652234871852;3
"深圳市龙华区中心医院";9251.76;6132.60;0.66285766167734571584;2
"温州一正药房连锁有限公司永嘉创新店";5675.30;2628.90;0.46321780346413405459;5
"温州一洲医药连锁有限公司马鞍池店";37738.00;4049.00;0.10729238433409295670;3
"温州医科大学附属眼视光医院杭州院区";70634784.76;36380369.04;0.51504891200011069447;44978
"温州市一笑堂药品零售有限公司";106.00;0.00;0.00000000000000000000;1
"温州平阳县平安医药连锁有限公司天成小区店";350.30;0.00;0.00000000000000000000;2
"温州德溢医院（温州德溢医院有限公司）";484506.75;204023.66;0.42109559877132774724;218
"温州龙湾成德综合门诊部";1382.56;260.52;0.18843305173012382826;5
"灵芝医院";;486859.26;;3863
"烟台毓璜顶医院";510478.69;236935.39;0.46414354730458973713;2
"玉环市人民医院";1039785.21;203233.72;0.19545740605408303509;72
"瑞安何新国中医骨伤科诊所";1386766.63;196718.54;0.14185410561833320146;4001
"瑞安市塘下镇海安卫生院";100971.11;36150.26;0.35802577588777621639;86
"瓜沥镇城中社区卫生服务站";616.34;203.52;0.33020735308433656748;6
"稠江街道后申塘村社区卫生服务站";4803.86;810.87;0.16879551027715212350;72
"绍兴市上虞人民医院";144588924.37;73617324.28;0.50914912467026052336;88685
"绍兴市上虞区上浦镇九连社区卫生服务站";57998.53;32449.36;0.55948590421171019334;157
"绍兴市上虞区丰惠中心卫生院";7272144.18;3827455.07;0.52631726974368101706;9101
"绍兴市上虞区曹娥街道宏济堂大药房";262287.20;67485.39;0.25729578111322245233;1436
"绍兴市上虞区百官街道西横河社区卫生服务站";649724.61;310137.99;0.47733760615901558662;1976
"绍兴市上虞区百官街道龙山社区卫生服务站";223796.93;112622.01;0.50323304256229073384;1296
"2018年自行赴外二级非特约医院";337886.02;128184.73;0.37937269496974157143;24
"4.0第二军医大学第三附属医院(东方肝胆医院)";1668.00;12.24;0.00733812949640287770;2
"三门县今日大药房";3625012.63;0.00;0.000000000000000000000000;5235
"上海医疗急救中心";360.00;0.00;0.00000000000000000000;1
"上海宝中堂中医门诊部有限公司";15253.32;8439.92;0.55331691723506751317;1
"上海市宝山区中西医结合医院曙光医院宝山分院";39278.25;15370.74;0.39132955261499684940;5
"上海市闵行七宝社区服务中心";3364.08;212.66;0.06321490570973341894;3
"上饶平安医院";;904.30;;1
"东塔门诊部";425.49;0.00;0.00000000000000000000;2
"中国人民解放军第四五一医院";16435.06;7822.31;0.47595262810114474787;2
"中国人民解放军第四五四医院（南京市）";19030.10;6136.25;0.32244969810983652214;1
"乐清市芙蓉中心卫生院";13859984.58;1636013.71;0.11803863853937996228;3052
"仙居仁爱妇产医院门诊部";46312.87;0.00;0.000000000000000000000000;49
"余姚惠爱医院";320338.05;153365.79;0.47876232623629943430;688
"佛堂镇王宅村社区卫生服务站";13789.44;3697.39;0.26813199085677155853;154
"北京华医中西医结合皮肤病医院";2161.63;399.10;0.18462919185984650472;1
"北京大学口腔医院第三门诊部";5305.98;0.00;0.00000000000000000000;1
"北苑街道春晗社区卫生服务站";14764.58;6199.55;0.41989342060525934365;75
"十偃市太和医院";352.80;15.48;0.04387755102040816327;1
"华东医院闵行门诊部";2009.09;0.00;0.00000000000000000000;1
"南昌市第一医院";3990.81;1103.20;0.27643510966445408326;2
"南通市通州区二甲人民医院";8549.37;4042.29;0.47281729530947894406;1
"台州市第二人民医院";6040.33;2025.72;0.33536578299529992567;9
"嘉兴市南湖区凤桥镇卫生院（新）";1496.12;199.22;0.13315776809346843836;8
"嘉善县西塘镇钟葫社区卫生服务站";1162.82;27.72;0.02383859926729846408;17
"大同医院";155999.67;107905.33;0.69170229654972988084;336
"威海市文登区小观镇卫生院";1559.20;0.00;0.00000000000000000000;1
"宁波东钱湖旅游度假区微笑口腔门诊部";278246.00;3658.49;0.01314840105518138626;428
"宁波市奉化区溪口医院（宁波市奉化区第二医院）";155.92;0.00;0.00000000000000000000;1
"宁波杭州湾新区社区卫生服务中心";259979.15;25442.86;0.09786500186649583245;2401
"宁海县中医医院";8694080.03;4217787.98;0.48513332813201628649;17433
"富阳同源堂中医门诊部（普通合伙）";113.15;93.30;0.82456915598762704375;1
"山西省晋城市人民医院";72585.10;47352.23;0.65236846129577557929;1
"嵊州市易心堂大药房有限公司长春药房";2318.30;1115.31;0.48108959151102100677;11
"市文理学院附属医院";;0.00;;113
"市第七医院";;0.00;;291
"平阳县昆阳镇卫生院";1336216.00;304884.20;0.22816984679123734486;2399
"平阳康宁医院";928928.10;642742.58;0.69191854568722810732;169
"广州市中医医院";353.12;278.29;0.78808903488898957861;1
"彭州市人民医院";50003.11;27529.73;0.55056035514590992440;4
"慈溪市匡堰镇卫生院";524138.11;204805.79;0.39074775539599667729;2349
"文理学院医务室";;258.96;;7
"无锡市崇安区广益街道社区卫生服务中心";185.20;42.10;0.22732181425485961123;1
"昆山市中医院";442.90;29.05;0.06559042673289681644;2
"杭州东馆医疗投资管理有限公司萧山北干中医门诊部";433.80;274.77;0.63340248962655601660;2
"杭州之钰堂同人路中医门诊部";12499093.62;8055155.60;0.64445917799277992767;4516
"杭州余杭新窑口腔门诊部";105119.00;6608.32;0.06286513380074011359;157
"杭州医和大药房有限公司";93.00;0.00;0.00000000000000000000;2
"杭州品凯健康管理有限公司晴川路口腔诊所";622615.00;55717.31;0.08948918673658681529;1147
"杭州培元堂诊所";822749.20;646592.07;0.78589206771638307275;1459
"杭州富阳姜干良西医内科诊所";5146764.23;3222130.89;0.62604983364470145935;2513
"杭州富阳黄楚芮口腔诊所";325776.80;92409.56;0.28365911875861018955;866
"杭州市余杭区第三人民医院*";6146.59;1874.62;0.30498536586953091064;3
"杭州市滨江区浦沿街道六和社区卫生服务站";622.75;9.00;0.01445202729827378563;1
"杭州杨茜生物科技有限公司丰众西医诊所";3337271.12;2650849.01;0.79431634850212589261;1783
"杭州萧山临浦陈狄昌骨伤科诊所";4931280.89;2232895.24;0.45280228196451409200;4526
"杭州萧山城厢汤秋水口腔诊所";450798.00;101095.24;0.22425840398582070018;1156
"杭州萧山宏福医院有限公司";2032843.32;1611418.24;0.79269180469845556026;931
"杭州萧山戴村顾又兴西内科诊所";6179400.42;3067094.23;0.49634171950941479853;3171
"杭州萧山赵学泉西内科诊所";12136498.34;5568082.79;0.45878824633036616062;6676
"杭州雪莲医院管理有限公司香积寺路诊所";19758342.54;17070377.48;0.86395796840963159048;2077
"永嘉县乌牛东蒙药店";243.00;0.00;0.00000000000000000000;1
"永嘉县瓯北镇华仁堂药店";11256.70;3601.24;0.31991969227215791484;7
"永康市第二人民医院";238.94;0.00;0.00000000000000000000;1
"河南省直第三人民医院";13929.33;6177.50;0.44348866743770159800;2
"泰顺县华康药品有限公司";208.00;0.00;0.00000000000000000000;4
"泰顺县正安药品有限公司";1743.50;35.61;0.02042443361055348437;8
"浙江一州大药房连锁有限公司东南药房";3106.50;1664.37;0.53577015934331240946;6
"浙江华联医药连锁有限公司平水健民连锁店";5428.68;1475.41;0.27178061701923856260;29
"浙江瑞人堂医药连锁有限公司路桥药店";114.20;0.00;0.00000000000000000000;1
"浙江省人民医院（含所属院区）(一卡通)";297308.12;236132.83;0.79423606055562828220;37
"深圳市眼科医院";3391.10;998.20;0.29435876264339005043;1
"淳安县胡拥军中医诊所";273.41;0.00;0.00000000000000000000;1
"温州一正药房连锁有限公司横街连锁店";1539.50;284.85;0.18502760636570315037;5
"温州一正药房连锁有限公司蒲鞋市店";9465.53;3102.14;0.32773019577350660766;31
"温州大参林连锁药店有限公司罗东店";7373.60;298.40;0.04046869914288814148;43
"温州市仁德大药房";2972.30;0.00;0.00000000000000000000;8
"温州市华草益药品零售有限公司";937.50;144.52;0.15415466666666666667;3
"温州市民芝生药品零售有限公司";76.00;0.00;0.00000000000000000000;1
"温州市永盛堂药品零售有限公司";24085.16;1234.30;0.05124732407839516117;37
"温州市瓯海区南白象街道社区卫生服务中心（瓯海南白象街道卫生院";72539.80;14094.46;0.19429968100270472210;125
"上海南码头地段医院";16328.84;130.66;0.00800179314635944746;6
"上海市口腔病防治院";33902.38;2038.25;0.06012114783681853604;19
